ok,timestamp,error_msg,modo,centro_x,centro_y,amplitud_um,wtr,rtr,wgc,n_pre,n_post,n_total,speedupdown,dco,vco,svo,confirmar_lazo_abierto,drc_tablas,drc_fuentes,drc_opciones,tabla,wavegen,eje,leer_recorder_completo,t_extra_grabacion_s,carga_rapida,wos,etiqueta,repeticion,t_asentamiento_s,guardar_figura,estricto,notas,t_servo_us,dt_grabacion_us,duracion_wave_ms,ventana_grabada_ms,n_puntos_wave,n_muestras_pedidas,coherencia_ok,coherencia_bloqueantes,coherencia_avisos,duracion_host_ms,muestras_leidas,ventana_real_ms,ventana_post_wave_ms,error_max_nm,error_rms_nm,t_escalon_ms,x_inicial_um,x_final_um,salto_nm,suavizado_muestras,suavizado_ms,t_subida_10_90_ms,t_50_ms,tau_desde_subida_ms,f_3db_hz,sobrepico_nm,sobrepico_pct,bump_lento_nm,bump_lento_t_ms,t_primer_cruce_ms,ts_5nm_ms,asento_en_ventana,error_final_nm,ruido_final_nm_rms,ventana_post_escalon_ms,tol_bajo_ruido,archivo
True,20260909_172147,,escalon,100.0,100.0,0.025,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.05um,6,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,334.730863571167,8192,327.639868944,-0.03999998400001914,59.1,13.23719305703807,79.99996800000001,99.9749,100.025,50.10000000000048,25,0.9999996000001232,67.43997302399997,14.439994223999989,30.696391908966756,5.1898004151847,0.0,0.0,,,,,False,-7.864838709682938,2.081071949226299,247.63990094399998,True,E517_escalon_ampfino_0.05um_20260909_172147_r6
True,20260909_172154,,escalon,100.0,100.0,0.025,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.05um,7,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,334.7320556640625,8192,327.639868944,-0.03999998400001914,57.9,12.87144771421481,79.99996800000001,99.9749,100.025,50.10000000000048,25,0.9999996000001232,109.319956272,14.439994223999989,49.75874204460628,3.2016112330777164,0.0,0.0,,,,,False,-6.974354838715432,0.3881765518165246,247.63990094399998,False,E517_escalon_ampfino_0.05um_20260909_172154_r7
True,20260909_172250,,escalon,100.0,100.0,0.05,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.1um,0,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,342.257022857666,8192,327.639868944,-0.03999998400001914,110.9,22.26663550338544,79.99996800000001,99.9499,100.05,100.09999999999764,25,0.9999996000001232,47.31998107199999,14.159994335999997,21.538452923076918,7.396452662723077,0.0,0.0,,,,,False,-10.074999999997544,1.2676893508758902,247.63990094399998,False,E517_escalon_ampfino_0.1um_20260909_172250_r0
True,20260909_172347,,escalon,100.0,100.0,0.05,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.1um,1,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,341.5961265563965,8192,327.639868944,-0.03999998400001914,109.89999999999999,21.93768479489475,79.99996800000001,99.9499,100.05,100.09999999999764,25,0.9999996000001232,55.999977599999994,14.279994287999983,25.48929340009103,6.250002500001,0.0,0.0,,,,,False,-9.73919354838438,0.8463751901724916,247.63990094399998,False,E517_escalon_ampfino_0.1um_20260909_172347_r1
True,20260909_172443,,escalon,100.0,100.0,0.05,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.1um,2,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,339.48683738708496,8192,327.639868944,-0.03999998400001914,108.7,21.675308172549705,79.99996800000001,99.9499,100.05,100.09999999999764,25,0.9999996000001232,48.19998072,14.119994351999992,21.93899896222121,7.26141369294722,0.0,0.0,,,,,False,-9.737741935481175,1.6454908272116695,247.63990094399998,False,E517_escalon_ampfino_0.1um_20260909_172443_r2
True,20260909_172540,,escalon,100.0,100.0,0.05,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.1um,3,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,337.48888969421387,8192,327.639868944,-0.03999998400001914,110.5,22.035851248235794,79.99996800000001,99.9499,100.05,100.09999999999764,25,0.9999996000001232,60.11997595200002,14.71999411199998,27.364577128812023,5.821692282103391,0.0,0.0,,,,,False,-11.425322580642538,0.700221664769843,247.63990094399998,False,E517_escalon_ampfino_0.1um_20260909_172540_r3
True,20260909_172636,,escalon,100.0,100.0,0.05,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.1um,4,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,337.1927738189697,8192,327.639868944,-0.03999998400001914,111.8,21.97796834398705,79.99996800000001,99.9499,100.05,100.09999999999764,25,0.9999996000001232,43.239982704,13.319994671999993,19.681375832498862,8.094360314524884,0.0,0.0,,,,,False,-11.401290322577475,1.3994347751515088,247.63990094399998,False,E517_escalon_ampfino_0.1um_20260909_172636_r4
True,20260909_172732,,escalon,100.0,100.0,0.05,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.1um,5,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,338.55319023132324,8192,327.639868944,-0.03999998400001914,111.4,22.79055196859442,79.99996800000001,99.9499,100.05,100.09999999999764,25,0.9999996000001232,46.75998129599999,13.67999452799998,21.283559989076007,7.485032934132935,0.0,0.0,,,,,False,-13.257096774190696,2.9294441766625425,247.63990094399998,True,E517_escalon_ampfino_0.1um_20260909_172732_r5
True,20260909_172739,,escalon,100.0,100.0,0.1,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.2um,0,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,339.6017551422119,8192,327.639868944,-0.03999998400001914,213.0,37.7844351395963,79.99996800000001,99.9,100.0999,199.89999999999952,25,0.9999996000001232,31.039987583999988,12.83999486399999,14.128351198907595,11.275777706187375,0.0,0.0,,,,,False,-11.655161290327953,2.000336053973345,247.63990094399998,True,E517_escalon_ampfino_0.2um_20260909_172739_r0
True,20260909_172747,,escalon,100.0,100.0,0.1,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.2um,1,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,338.6819362640381,8192,327.639868944,-0.03999998400001914,210.7,37.66269224911002,79.99996800000001,99.9,100.0999,199.89999999999952,25,0.9999996000001232,27.119989151999988,12.679994927999985,12.344100660901223,12.905609882007969,0.0,0.0,,,,,False,-10.681451612909877,1.5101573799354853,247.63990094399998,False,E517_escalon_ampfino_0.2um_20260909_172747_r1
True,20260909_172754,,escalon,100.0,100.0,0.1,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.2um,2,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,338.61589431762695,8192,327.639868944,-0.03999998400001914,211.10000000000002,37.506034345218204,79.99996800000001,99.9,100.0999,199.89999999999952,25,0.9999996000001232,29.799988080000006,12.559994975999984,13.563945416477017,11.744971140941473,0.0,0.0,,,,,False,-10.435161290327818,1.316834843951095,247.63990094399998,False,E517_escalon_ampfino_0.2um_20260909_172754_r2
True,20260909_172801,,escalon,100.0,100.0,0.1,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.2um,3,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,342.5559997558594,8192,327.639868944,-0.03999998400001914,211.79999999999998,37.700818914529854,79.99996800000001,99.9,100.0999,199.89999999999952,25,0.9999996000001232,28.759988496000005,12.79999488,13.09057282476104,12.169684979139635,0.0,0.0,,,,,False,-9.718709677424346,1.7365998330729233,247.63990094399998,True,E517_escalon_ampfino_0.2um_20260909_172801_r3
True,20260909_172808,,escalon,100.0,100.0,0.1,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.2um,4,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,442.7049160003662,8192,327.639868944,-0.03999998400001914,209.9,37.36887552049186,79.99996800000001,99.9,100.0999,199.89999999999952,25,0.9999996000001232,27.279989088000008,12.63999494399998,12.41692721347292,12.829917155427268,0.0,0.0,,,,,False,-10.00370967742457,1.2498138362929234,247.63990094399998,False,E517_escalon_ampfino_0.2um_20260909_172808_r4
True,20260909_172815,,escalon,100.0,100.0,0.1,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.2um,5,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,335.6201648712158,8192,327.639868944,-0.03999998400001914,210.5,37.111470828974745,79.99996800000001,99.9,100.0999,199.89999999999952,25,0.9999996000001232,28.239988704000012,12.679994927999985,12.853886528903056,12.393772662891495,0.0,0.0,,,,,False,-9.690645161295185,0.9271233188108358,247.63990094399998,False,E517_escalon_ampfino_0.2um_20260909_172815_r5
True,20260909_172822,,escalon,100.0,100.0,0.25,1,1,1,2000,6192,400,0,False,False,True,False,"(1, 2, 3)","('A', 'A', 'A')","(1, 2, 3)",1,1,A,True,0.0,True,0.0,ampfino_0.5um,0,0.5,False,True,amplitud del escalon: ¿tau(A) o tau constante?,39.999984,39.999984,327.679868928,327.679868928,8192,8192,True,,,334.93494987487793,8192,327.639868944,-0.03999998400001914,508.29999999999995,86.1825592452812,79.99996800000001,99.75,100.25,500.0,25,0.9999996000001232,22.55999097600001,11.79999527999999,10.268543912608106,15.514190602839355,0.0,0.0,,,,,False,-10.81500000000038,1.6548026390457076,247.63990094399998,False,E517_escalon_ampfino_0.5um_20260909_172822_r0
